2,2,best_effort
1,3,ok
2,2,best_effort
1,3,ok
2,2,best_effort
3,3,best_effort
2,2,best_effort
1,2,ok
2,2,best_effort
1,3,ok
2,3,ok
2,3,ok
2,3,ok
1,3,ok
1,3,ok
1,3,ok
2,2,best_effort
2,3,ok
2,3,ok
1,3,ok
3,3,best_effort
2,2,best_effort
3,3,best_effort
2,2,best_effort
3,3,best_effort
2,2,ok
2,2,best_effort
2,3,ok
3,3,best_effort
1,3,ok
3,3,best_effort
2,2,best_effort
2,2,best_effort
1,2,ok
2,2,best_effort
2,3,ok
2,2,best_effort
3,3,ok
1,3,ok
3,3,best_effort
2,2,best_effort
3,3,best_effort
2,2,best_effort
3,3,best_effort
2,2,best_effort
3,3,ok
3,3,best_effort
2,2,best_effort
1,3,ok
1,3,ok
3,3,best_effort
3,3,best_effort
3,3,best_effort
2,2,best_effort
3,3,best_effort
2,2,best_effort
3,3,best_effort
3,3,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
3,3,best_effort
3,3,ok
3,3,best_effort
3,3,best_effort
3,3,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
3,3,ok
3,3,best_effort
3,3,best_effort
3,3,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
3,3,best_effort
3,3,ok
3,3,best_effort
3,3,best_effort
3,3,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
1,3,ok
3,3,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
1,3,ok
1,3,ok
3,3,best_effort
3,3,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
3,3,best_effort
1,2,ok
1,2,ok
1,3,ok
1,3,ok
3,3,best_effort
3,3,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
2,2,best_effort
3,3,best_effort
1,2,ok
1,2,ok
3,3,best_effort
2,2,best_effort
3,3,best_effort
2,2,best_effort
3,3,best_effort
3,3,best_effort
3,3,best_effort
3,3,best_effort
2,2,best_effort
3,3,best_effort
1,2,ok
1,2,ok
2,3,ok
3,3,best_effort
1,2,ok
3,3,best_effort
2,3,ok
3,3,best_effort
1,2,ok
3,3,best_effort
2,3,ok
3,3,best_effort
2,2,best_effort
2,2,best_effort
